,PlayerName,,,,Games,Games,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Total Yds,Total Yds,Total Yds,,,-additional
Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,-9999
488,Connor Shaw,CLE,23,QB,1,1,,,,,0,0,,,,,,,7,9,0,1,28.6,7,1.3,9.0,7.0,7,1.3,9,0,1,ShawCo00
489,Josh Cribbs,IND,31,WR,6,0,1,1,8,8.0,0,0,0.0,8,0.2,1.3,100.0%,8.0,,,0,0,,,,,,1,8.0,8,0,2,CribJo01
490,Marcel Jensen,JAX,24,TE,1,0,1,1,8,8.0,0,0,0.0,8,1.0,8.0,100.0%,8.0,,,0,0,,,,,,1,8.0,8,0,,JensMa01
491,Micheal Spurlock,CHI,31,WR,1,0,3,1,8,8.0,0,0,0.0,8,1.0,8.0,33.3%,2.7,,,0,0,,,,,,1,8.0,8,0,,SpurMi00
492,Jalen Saunders,4TM,22,WR,15,0,1,1,7,7.0,0,0,0.0,7,0.1,0.5,100.0%,7.0,,,0,0,,,,,,1,7.0,7,0,2,SaunJa00
493,Aldrick Robinson,WAS,26,WR,5,0,,1,6,6.0,0,0,,6,0.2,1.2,0.0%,,,,0,0,,,,,,1,6.0,6,0,,RobiAl00
494,Brian Schwenke,TEN,23,C,11,11,1,1,6,6.0,0,0,0.0,6,0.1,0.5,100.0%,6.0,,,0,0,,,,,,1,6.0,6,0,1,SchwBr00
495,Will Tukuafu,SEA,30,FB,9,2,2,1,4,4.0,0,1,50.0,4,0.1,0.4,50.0%,2.0,1,2,0,1,100.0,2,2.0,0.2,0.1,2,3.0,6,0,,TukuWi00
496,Blaine Gabbert,SFO,25,QB,1,0,,,,,0,0,,,,,,,1,5,0,0,0.0,5,5.0,5.0,1.0,1,5.0,5,0,,GabbBl00
497,Jon Ryan,SEA,33,P,16,0,,,,,0,0,,,,,,,2,5,0,1,50.0,5,2.5,0.3,0.1,2,2.5,5,0,2,RyanJo21
498,Kevin Dorsey,GNB,24,WR,3,0,2,1,4,4.0,0,0,0.0,4,0.3,1.3,50.0%,2.0,,,0,0,,,,,,1,4.0,4,0,,DorsKe01
499,David Johnson,SDG,27,TE,14,2,,1,4,4.0,0,0,,4,0.1,0.3,0.0%,,,,0,0,,,,,,1,4.0,4,0,,JohnDa05
500,Zach Mettenberger,TEN,23,QB,7,6,,,,,0,0,,,,,,,5,4,0,1,20.0,8,0.8,0.6,0.7,5,0.8,4,0,4,MettZa00
501,J.J. Watt*+,HOU,25,LDE,16,16,3,3,4,1.3,3,3,100.0,2,0.2,0.3,100.0%,1.3,,,0,0,,,,,,3,1.3,4,3,,WattJ.00
502,Isa Abdul-Quddus,DET,25,DB,16,4,1,1,3,3.0,0,0,0.0,3,0.1,0.2,100.0%,3.0,,,0,0,,,,,,1,3.0,3,0,,AbduIs00
503,Brandon Bostick,GNB,25,TE,13,0,4,2,3,1.5,1,1,25.0,2,0.2,0.2,50.0%,0.8,,,0,0,,,,,,2,1.5,3,1,,BostBr00
504,Craig Dahl,SFO,29,DB,16,1,,,,,0,0,,,,,,,1,3,0,1,100.0,3,3.0,0.2,0.1,1,3.0,3,0,,DahlCr99
505,Matt McGloin,OAK,25,QB,1,0,,,,,0,0,,,,,,,2,3,0,1,50.0,3,1.5,3.0,2.0,2,1.5,3,0,,McGlMa01
506,Bear Pascoe,ATL,28,TE,16,2,2,2,3,1.5,1,1,50.0,2,0.1,0.2,100.0%,1.5,,,0,0,,,,,,2,1.5,3,1,,PascBe00
507,Donald Penn,OAK,31,LT,16,16,1,1,3,3.0,1,1,100.0,3,0.1,0.2,100.0%,3.0,,,0,0,,,,,,1,3.0,3,1,,PennDo20
508,Edwin Baker,NOR,23,RB,3,0,,,,,0,0,,,,,,,1,2,0,1,100.0,2,2.0,0.7,0.3,1,2.0,2,0,,BakeEd01
509,Danny McCray,CHI,26,DB,15,0,,,,,0,0,,,,,,,1,2,0,0,0.0,2,2.0,0.1,0.1,1,2.0,2,0,,McCrDa00
510,Matt Simms,NYJ,26,QB,1,0,,,,,0,0,,,,,,,1,2,0,1,100.0,2,2.0,2.0,1.0,1,2.0,2,0,,SimmMa00
511,Tress Way,WAS,24,P,16,0,,,,,0,0,,,,,,,1,2,0,0,0.0,2,2.0,0.1,0.1,1,2.0,2,0,1,WayxTr00
512,Khalif Barnes,OAK,32,RT/LG,14,13,1,1,1,1.0,0,0,0.0,1,0.1,0.1,100.0%,1.0,,,0,0,,,,,,1,1.0,1,0,1,BarnKh20
513,Jason Campbell,CIN,33,QB,4,0,,,,,0,0,,,,,,,1,1,0,0,0.0,1,1.0,0.3,0.3,1,1.0,1,0,1,CampJa00
514,Anthony Castonzo,IND,26,LT,16,16,1,1,1,1.0,1,1,100.0,1,0.1,0.1,100.0%,1.0,,,0,0,,,,,,1,1.0,1,1,,CastAn00
515,Tyler Clutts,DAL,30,RB,16,1,1,1,1,1.0,0,0,0.0,1,0.1,0.1,100.0%,1.0,,,0,0,,,,,,1,1.0,1,0,,ClutTy00
516,Michael Palmer,PIT,26,TE,15,1,2,1,1,1.0,1,1,50.0,1,0.1,0.1,50.0%,0.5,,,0,0,,,,,,1,1.0,1,1,,PalmMi00
517,John Phillips,SDG,27,TE,16,1,1,1,1,1.0,1,1,100.0,1,0.1,0.1,100.0%,1.0,,,0,0,,,,,,1,1.0,1,1,,PhilJo00
